,Date,Notice_title,Reference_no.,OCID,Published_by,Deadline_date,Notice_type,Url
312,11-08-2022,SUPPLY AND INSTALLATION OF RECYCLED PLASTIC BOARDWALK,AUG456099,ocds-r6ebe6-0000703128,RSPB Scotland,29-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456099
313,11-08-2022,Provision of Replacement Telephone System,AUG456098,ocds-r6ebe6-0000703144,Linthouse Housing Association,15-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456098
314,11-08-2022,Public Relations and Communications,AUG456097,ocds-r6ebe6-0000695027,Scottish Futures Trust Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456097
315,11-08-2022,RPID 2227 - South Uist Drainage - Maintenance Contract 2022 to 2025 - ITT,AUG456091,ocds-r6ebe6-0000703104,Scottish Government,11-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456091
316,11-08-2022,Provision of 5G in Angus Area,AUG456082,ocds-r6ebe6-0000697505,Angus Council,,03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456082
317,11-08-2022,CT0982 Hand Arm Vibration Monitoring,AUG456080,ocds-r6ebe6-0000703113,The City of Edinburgh Council,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456080
318,11-08-2022,Moss Heights Lift Modernisation/ Replacement Contract,AUG456078,ocds-r6ebe6-0000703082,Southside Housing Association Ltd,09-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456078
319,11-08-2022,Award of Analysis of Responses to Victims Experiences Consultation,AUG456075,ocds-r6ebe6-0000697874,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456075
320,10-08-2022,Award of Provision of Beauty Kits (Mini-Competition),AUG456068,ocds-r6ebe6-0000698646,New College Lanarkshire,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456068
321,10-08-2022,National Occupational Standards Year 4 – Digital Technology,AUG456066,ocds-r6ebe6-0000703067,Skills Development Scotland Co. Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456066
322,10-08-2022,Call Off Contract for National Occupational Standards Year 4 - Engineering,AUG456065,ocds-r6ebe6-0000703081,Skills Development Scotland Co. Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456065
323,10-08-2022,Call Off Contract for National Occupational Standards Year 4 - Science,AUG456064,ocds-r6ebe6-0000703087,Skills Development Scotland Co. Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456064
324,10-08-2022,PURCH2134 PROVISION OF DIRECT ELECTRON DETECTOR CAMERA FOR CRYO-EM,AUG456061,ocds-r6ebe6-0000703080,University of Glasgow,12-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456061
325,10-08-2022,18/0717 Suply and Delivery of Fresh Meat,AUG456056,ocds-r6ebe6-0000702990,Moray Council,21-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456056
326,10-08-2022,UWS - Strategic Marketing Consultancy,AUG456055,ocds-r6ebe6-0000702943,University of the West of Scotland,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456055
327,10-08-2022,Supply and Delivery of One New Forklift,AUG456053,ocds-r6ebe6-0000703043,Orkney Islands Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456053
328,10-08-2022,AA-84-22-MC NP143/21 Instrument Washer Disinfectors,AUG456048,ocds-r6ebe6-0000703078,NHS Ayrshire & Arran,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456048
329,10-08-2022,Provision of Pest Control & Associated Services (Campus) (2022-26),AUG456040,ocds-r6ebe6-0000702060,University of Strathclyde,31-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456040
330,10-08-2022,Provision of Brand Development Services,AUG456033,ocds-r6ebe6-0000703053,Glasgow Caledonian University,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456033
331,10-08-2022,Fire and intruder alarm services,AUG456026,ocds-r6ebe6-0000703055,Edinburgh Leisure,12-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456026
332,10-08-2022,Provision of a Star Chillers Maintenance Measured Term Contract (MTC) (2022-26),AUG456023,ocds-r6ebe6-0000702677,University of Strathclyde,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456023
333,10-08-2022,Public Relations Services,AUG456021,ocds-r6ebe6-0000703049,Highlands and Islands Airports Limited,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456021
334,10-08-2022,AWARD of Receipt and Treatment of Co-Mingled Mixed Recyclable Waste (CMR)-2022,AUG456015,ocds-r6ebe6-0000703033,The Highland Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456015
335,10-08-2022,Project for the Replacement of HVAC Infrastructure at the Biological Procedures Unit (BPU) (Robertson Wing) (2022-23),AUG456014,ocds-r6ebe6-0000702569,University of Strathclyde,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456014
336,10-08-2022,"peatland restoration; Lumbister, Yell, Shetland_July 2022",AUG456006,ocds-r6ebe6-0000703042,RSPB Scotland,11-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456006
337,10-08-2022,Crom Trail Network Phase 2,AUG456004,ocds-r6ebe6-0000703028,RSPB Scotland,19-Aug-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456004
338,10-08-2022,Finance and Payroll software replacement,AUG456003,ocds-r6ebe6-0000701407,Highlands and Islands Enterprise,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456003
339,10-08-2022,Supply and Distrubution of Frozen Foods,AUG455997,ocds-r6ebe6-0000703021,North Lanarkshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455997
340,10-08-2022,The Provision and Supply of Student Transport for SRUC,AUG455995,ocds-r6ebe6-0000695060,SRUC,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455995
341,10-08-2022,Vehicle Recovery and Repair Framework Agreement,AUG455993,ocds-r6ebe6-0000700771,The City of Edinburgh Council,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455993
342,10-08-2022,Print Production Equipment and Off-site Printing Services,AUG455992,ocds-r6ebe6-0000698391,Heriot-Watt University,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455992
343,10-08-2022,5 Year Cyclical Maintenance Decoration,AUG455991,ocds-r6ebe6-0000688309,Cordale Housing Association,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455991
344,10-08-2022,Managed Workwear Hire and Laundry,AUG455990,ocds-r6ebe6-0000690377,Food Standards Scotland (FSS),,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455990
345,10-08-2022,2022 Halls of Residence Mattresses,AUG455989,ocds-r6ebe6-0000703007,Heriot-Watt University,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455989
346,10-08-2022,Shopping Basket Survey Design,AUG455988,ocds-r6ebe6-0000693560,Food Standards Scotland (FSS),,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455988
347,10-08-2022,Provision of Scottish Technology Ecosystem Review Implementation,AUG455980,ocds-r6ebe6-0000702979,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455980
348,10-08-2022,CYCLICAL MAINTENANCE PAINTERWORK 2021-2026,AUG455979,ocds-r6ebe6-0000660135,Tollcross Housing Association Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455979
349,10-08-2022,Door Entry System Reactive Repairs,AUG455974,ocds-r6ebe6-0000670994,River Clyde Homes,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455974
350,10-08-2022,Gas Servicing and Maintenance Contract 2021-24,AUG455973,ocds-r6ebe6-0000645102,Tollcross Housing Association Limited,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455973
351,10-08-2022,Kitchen Supply,AUG455971,ocds-r6ebe6-0000687024,River Clyde Homes,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455971
352,10-08-2022,"How can tech help people identify the care they need, and enable them to manage their own care services?",AUG455968,ocds-r6ebe6-0000656395,Scottish Government,,03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455968
353,10-08-2022,Conversion Support Services for Student Recruitment (GCU),AUG455967,ocds-r6ebe6-0000702982,Glasgow Caledonian University,09-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455967
354,10-08-2022,Supply of Neuropathology Services,AUG455966,ocds-r6ebe6-0000701311,Crown Office and Procurator Fiscal Service,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455966
355,10-08-2022,C0203 Ground Preparation and Mechanised Establishment Operations,AUG455965,ocds-r6ebe6-0000623926,Forestry and Land Scotland,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455965
356,10-08-2022,"CAL19047 New Primary School, Dunvegan, Isle of Skye - Enabling Works - Architect",AUG455964,ocds-r6ebe6-0000702986,The Highland Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455964
357,10-08-2022,"Kitchen, Bathroom and Rewire Works 3 Year Contract",AUG455963,ocds-r6ebe6-0000659811,Tollcross Housing Association Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455963
358,10-08-2022,Supply & Delivery of Personal Protective Equipment (Covid 19),AUG455962,ocds-r6ebe6-0000702782,North Lanarkshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455962
359,10-08-2022,"CAL19047 New Primary School, Dunvegan, Isle of Skye - Enabling Works - Civil & Structural Engineer",AUG455961,ocds-r6ebe6-0000702974,The Highland Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455961
360,10-08-2022,"New Housing Units, Former Fire Station Site, Drumnadrochit",AUG455960,ocds-r6ebe6-0000702977,The Highland Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455960
361,10-08-2022,Primary Blood Grouping Analyser & Associated Consumables,AUG455959,ocds-r6ebe6-0000690231,Scottish National Blood Transfusion Service,12-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455959
362,10-08-2022,L8 Compliance,AUG455958,ocds-r6ebe6-0000685372,The Highland Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455958
363,10-08-2022,CONTRACT FOR OPEN SPACE LANDSCAPE MAINTENANCE WORKS AT VARIOUS SITES IN TOLLCROSS 2021 TO 2024,AUG455957,ocds-r6ebe6-0000649925,Tollcross Housing Association Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455957
364,10-08-2022,Periodic Inspection and Testing of Electrical Installations. 2020 to 2025,AUG455956,ocds-r6ebe6-0000635307,Tollcross Housing Association Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455956
365,10-08-2022,Award of Supply and Delivery of Outdoor Play Equipment,AUG455954,ocds-r6ebe6-0000696974,Clackmannanshire Council,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455954
366,09-08-2022,value reporting framework to support the assessment of the wider value benefits delivered by Crown Estate Scotland,AUG455947,ocds-r6ebe6-0000702951,Crown Estate Scotland,09-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455947
367,09-08-2022,Design Supply and Installation of Replacement Door Entry Systems,AUG455945,ocds-r6ebe6-0000631415,Tollcross Housing Association Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455945
368,09-08-2022,Mobile Voice and Data Services,AUG455941,ocds-r6ebe6-0000702942,Crown Office and Procurator Fiscal Service,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455941
369,09-08-2022,Taxi and private hire car provision,AUG455937,ocds-r6ebe6-0000702910,Edinburgh Airport Limited,09-Sep-22,24 Contract Notice (Concessions),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455937
370,09-08-2022,Re-Decoration of the Grade A Listed Adam Dome at General Register House,AUG455934,ocds-r6ebe6-0000688098,National Records of Scotland,29-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455934
371,09-08-2022,External Fabric Works,AUG455931,ocds-r6ebe6-0000688964,Abertay Housing Association Ltd,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455931
372,09-08-2022,Economic Development Strategy Renewal Consultancy Services,AUG455925,ocds-r6ebe6-0000701708,East Lothian Council,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455925
373,09-08-2022,Rational Software Architect Licences for SPM Development,AUG455921,ocds-r6ebe6-0000702889,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455921
374,09-08-2022,Scottish Government Provision of Displaced Persons Crisis Travel Management 2,AUG455920,ocds-r6ebe6-0000702890,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455920
375,09-08-2022,Remotely Piloted Aircraft Systems,AUG455917,ocds-r6ebe6-0000702913,Scottish Police Authority,14-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455917
376,09-08-2022,Provision of Project Support Officer,AUG455916,ocds-r6ebe6-0000702914,Scottish Courts and Tribunals Service,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455916
377,09-08-2022,"Award of Interim Evaluation - Single Building Assessment Pilot, Cladding Remediation Programme",AUG455911,ocds-r6ebe6-0000688080,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455911
378,09-08-2022,Winter Services for Scottish Enterprise Investment Properties,AUG455910,ocds-r6ebe6-0000702476,Scottish Enterprise,08-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455910
379,09-08-2022,Dumfries and Galloway - Medium Term Contract (MTC) for Insurance Inspections within council premises,AUG455908,ocds-r6ebe6-0000687797,Dumfries and Galloway Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455908
380,09-08-2022,Garioch Footway Reinstatement Contract 2021/22,AUG455907,ocds-r6ebe6-0000695546,Aberdeenshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455907
381,09-08-2022,PROC 21 1088 - Estates Professional Services (Framework Agreement),AUG455900,ocds-r6ebe6-0000702829,Scottish Police Authority,09-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455900
382,09-08-2022,PROC-21-1316 - Support and Maintenance for Checkpoint Firewalls,AUG455898,ocds-r6ebe6-0000702865,Scottish Police Authority,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455898
383,09-08-2022,NHSL332-22 Supply of Patient Weighing Scales Calibration,AUG455896,ocds-r6ebe6-0000690268,NHS Lanarkshire,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455896
384,09-08-2022,"Provision of Window Cleaning, Reactive Cleaning & Associated Services (2022-26)",AUG455891,ocds-r6ebe6-0000699481,University of Strathclyde,12-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455891
385,09-08-2022,Ayrshire College Associate Trainers DPS- Gas and Water Quality Training Mini-tender,AUG455890,ocds-r6ebe6-0000697181,Ayrshire College,23-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455890
386,09-08-2022,Design and Build of Pump Track - Annan,AUG455889,ocds-r6ebe6-0000702885,Dumfries and Galloway Council,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455889
387,09-08-2022,Additional Kofax Licences via Software Value Added Re-seller Framework,AUG455888,ocds-r6ebe6-0000702884,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455888
388,09-08-2022,Vessel Enabling Works - Islay Routes,AUG455886,ocds-r6ebe6-0000702882,Caledonian Maritime Assets Ltd (Utility),,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455886
389,09-08-2022,Abortion Clinic Vigils or Protests - Research,AUG455885,ocds-r6ebe6-0000690672,Scottish Government,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455885
390,09-08-2022,C001957 -Framework of Providers with relevant expertise in Eating Disorders to provide additional input in resources/training as and when required.,AUG455884,ocds-r6ebe6-0000702831,NHS Education for Scotland,12-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455884
391,09-08-2022,CONSULTANCY AND RESEARCH SUPPORT FOR THE NATIONAL TRAUMA TRAINING PROGRAMME: INVOLVING PEOPLE WITH LIVED EXPERIENCE OF TRAUMA,AUG455882,ocds-r6ebe6-0000702691,Scottish Government,24-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455882
392,09-08-2022,Disabled Adaptions & Enhancements at Bo'ness Library,AUG455880,ocds-r6ebe6-0000702833,Falkirk Council,06-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455880
393,09-08-2022,ScotRail Equality Impact Assessment (EqIA) Dataset,AUG455879,ocds-r6ebe6-0000702785,ScotRail Trains Limited (Utilities),19-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455879
394,09-08-2022,01986 Security Services at SPS College,AUG455875,ocds-r6ebe6-0000691047,Scottish Prison Service,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455875
395,09-08-2022,PROC-21-1407 - Renewal of Lansweeper Licences,AUG455873,ocds-r6ebe6-0000702854,Scottish Police Authority,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455873
396,09-08-2022,Award of VRS - A941 Spynie Canal Bridge,AUG455872,ocds-r6ebe6-0000702825,Moray Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455872
397,09-08-2022,Aberdeen Car Club,AUG455865,ocds-r6ebe6-0000673294,Aberdeen City Council,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455865
398,09-08-2022,Award of Collaborative Intelligence Approach to the BH programme,AUG455861,ocds-r6ebe6-0000699658,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455861
399,09-08-2022,CFM0094 - Fife Council Insurance Agreements,AUG455860,ocds-r6ebe6-0000701092,Fife Council,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455860
400,09-08-2022,Scenario Modelling,AUG455859,ocds-r6ebe6-0000702830,Scottish Futures Trust Limited,09-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455859
401,08-08-2022,"Award of VRS Repairs - A941 Old Filling Station, Rothes",AUG455850,ocds-r6ebe6-0000702695,Moray Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455850
402,08-08-2022,ScotRail Alternative Transport Services,AUG455846,ocds-r6ebe6-0000702678,ScotRail Trains Limited (Utilities),,04 Periodic Indicative Notice (Utilities),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455846
403,08-08-2022,Provision of Dry Docking Facilities for Refit/Maintenance and Associated Services of Marine Vessels,AUG455845,ocds-r6ebe6-0000702626,Shetland Islands Council,12-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455845
404,08-08-2022,Cyber Exercising Project,AUG455844,ocds-r6ebe6-0000702458,Scottish Government,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455844
405,08-08-2022,FMPG - 2022-011 - Painting and Blasting and Scaffold Management,AUG455841,ocds-r6ebe6-0000702581,Ferguson Marine (Port Glasgow) Ltd,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455841
406,08-08-2022,"Kitchen Replacement, various schemes, Isle of North Uist and Benbecula (37 properties)",AUG455840,ocds-r6ebe6-0000702794,Hebridean Housing Partnership Ltd,05-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455840
407,08-08-2022,The Supply of Switches,AUG455839,ocds-r6ebe6-0000702801,Renfrewshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455839
408,08-08-2022,Shipyard Review of Productivity and Potential Improvements Study,AUG455838,ocds-r6ebe6-0000694949,Scottish Government,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455838
409,08-08-2022,"BA Childhood Practice, Cohort September 2022",AUG455836,ocds-r6ebe6-0000702487,North Lanarkshire Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455836
410,08-08-2022,"Provision of Iworld Revs and Bens, NDR and BIDS Licence, Support and Maintenance Services",AUG455835,ocds-r6ebe6-0000702795,Renfrewshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455835
411,08-08-2022,Accelerator Programme,AUG455834,ocds-r6ebe6-0000702786,Perth & Kinross Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455834
412,08-08-2022,Provision of Info@Work,AUG455832,ocds-r6ebe6-0000702792,Renfrewshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455832
413,08-08-2022,Award of Mini Competition for the Supply and Delivery of Roofing Materials under Lot 9 of the SXL...,AUG455831,ocds-r6ebe6-0000696166,Dundee City Council,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455831
414,08-08-2022,BOOK DISTRIBUTION,AUG455820,ocds-r6ebe6-0000702611,Historic Environment Scotland,07-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455820
415,08-08-2022,Regent Gardens and Union Street Redesign,AUG455818,ocds-r6ebe6-0000702689,East Dunbartonshire Council,05-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455818
