,0,1,2,3,4,5,6,7,url
435,08-08-2022,Award of Review of mCRM and tool developed (MS-P-0179),,Reference No:AUG455756,OCID:ocds-r6ebe6-0000695756,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455756
436,08-08-2022,Award of Hire of Welfare Units (MS-P-0163),,Reference No:AUG455755,OCID:ocds-r6ebe6-0000686770,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455755
437,08-08-2022,"Charter for Mackerel Egg Survey in North Biscay, Celtic Sea, West of Ireland and Scotland",,Reference No:AUG455754,OCID:ocds-r6ebe6-0000678432,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455754
438,08-08-2022,Aircraft Tender for the Aerial Survey of Grey Seal Breeding Colonies,,Reference No:AUG455753,OCID:ocds-r6ebe6-0000702700,Published By:University of St Andrews,Deadline Date:24-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455753
439,08-08-2022,Gottar Water Flood Prevention,,Reference No:AUG455752,OCID:ocds-r6ebe6-0000702692,Published By:Inverclyde Council,Deadline Date:16-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455752
440,08-08-2022,"RSPB Mersehead, Dumfries - Roofworks & Demolition",,Reference No:AUG455751,OCID:ocds-r6ebe6-0000702666,Published By:RSPB Scotland,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455751
441,08-08-2022,CRF/2022/010 - Scottish Pubs Code for tied pubs: impact assessment.,,Reference No:AUG455750,OCID:ocds-r6ebe6-0000702670,Published By:Scottish Government,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455750
442,08-08-2022,Award of Provision of Pay on Foot Solutions for Multi Storey Car Parks,,Reference No:AUG455749,OCID:ocds-r6ebe6-0000695268,Published By:Aberdeen City Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455749
443,08-08-2022,Award of Frequency Converters for MPV Hirta (MS-P-0091),,Reference No:AUG455748,OCID:ocds-r6ebe6-0000659667,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455748
444,08-08-2022,Award of Interim Professional Staffing - HR Help Analyst,,Reference No:AUG455746,OCID:ocds-r6ebe6-0000702474,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455746
445,08-08-2022,Residual Waste Treatment,,Reference No:AUG455744,OCID:ocds-r6ebe6-0000686362,Published By:Falkirk Council,Deadline Date:07-Oct-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455744
446,08-08-2022,Framework Agreement for supply and delivery of UPVC and Composite doorsets,,Reference No:AUG455743,OCID:ocds-r6ebe6-0000701649,Published By:North Ayrshire Council,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455743
447,08-08-2022,Legal services provision,,Reference No:AUG455742,OCID:ocds-r6ebe6-0000684936,Published By:Audit Scotland,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455742
448,08-08-2022,Zonecard Revenue Allocation,,Reference No:AUG455737,OCID:ocds-r6ebe6-0000702668,Published By:Strathclyde Partnership for Transport,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455737
449,08-08-2022,Framework Agreement for the Provision of GIS Marine Data for Scotland,,Reference No:AUG455736,OCID:ocds-r6ebe6-0000684032,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455736
450,08-08-2022,CRF/2022/9 - Review of the Human Health and Environmental Impacts of Non Methane Volatile Organic Compound Emissions from Malt Whisky Maturation in Scotland,,Reference No:AUG455735,OCID:ocds-r6ebe6-0000702663,Published By:Scottish Government,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455735
451,08-08-2022,Exhaust Mounts for MPV Jura,,Reference No:AUG455734,OCID:ocds-r6ebe6-0000701929,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455734
452,08-08-2022,Award of Provision of Media Auto Preparator & Servicing,,Reference No:AUG455733,OCID:ocds-r6ebe6-0000697580,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455733
453,05-08-2022,Award of CWAS Further Competition - ACUA Ref: CWAS -315-2021 - XLPY Redevelopment at Parliament H...,,Reference No:AUG455722,OCID:ocds-r6ebe6-0000682829,Published By:Scottish Courts and Tribunals Service,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455722
454,05-08-2022,Life and Limb (Construction Risk) Industry Expertise Framework,,Reference No:AUG455719,OCID:ocds-r6ebe6-0000702625,Published By:The City of Edinburgh Council,Deadline Date:08-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455719
455,05-08-2022,PAS2035 Retrofit Works (Housing Investment and Regeneration Programmes),,Reference No:AUG455716,OCID:ocds-r6ebe6-0000677908,Published By:Renfrewshire Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455716
456,05-08-2022,15nr Sheltered Housing Complexes - Upgrading of Warden Call Systems,,Reference No:AUG455711,OCID:ocds-r6ebe6-0000702299,Published By:North Lanarkshire Council,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455711
457,05-08-2022,Wastewater Monitoring Biostatistical Analysis,,Reference No:AUG455710,OCID:ocds-r6ebe6-0000702609,Published By:Scottish Government,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455710
458,05-08-2022,18743 - Inverbervie Sports Centre - Replacement Artificial Pitch,,Reference No:AUG455707,OCID:ocds-r6ebe6-0000702618,Published By:Aberdeenshire Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455707
459,05-08-2022,AD-HOC CLEANING AND RELATED SOFT FM SERVICES - University of Aberdeen,,Reference No:AUG455706,OCID:ocds-r6ebe6-0000692481,Published By:University of Aberdeen,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455706
460,05-08-2022,2350 - Autoclave Servicing,,Reference No:AUG455698,OCID:ocds-r6ebe6-0000702610,Published By:Centre for Process Innovation Limited,Deadline Date:22-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455698
461,05-08-2022,Water Analysis,,Reference No:AUG455697,OCID:ocds-r6ebe6-0000702555,Published By:Argyll and Bute Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455697
462,05-08-2022,Stairlifts,,Reference No:AUG455696,OCID:ocds-r6ebe6-0000702616,Published By:The Wheatley Housing Group Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455696
463,05-08-2022,Supply and Delivery of Personal Protective Equipment,,Reference No:AUG455693,OCID:ocds-r6ebe6-0000702567,Published By:Tayside Contracts,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455693
464,05-08-2022,"SUPPLY AND DELIVERY OF TGUs, DGUs AND GLASS ASSOCIATED PRODUCTS",,Reference No:AUG455692,OCID:ocds-r6ebe6-0000702550,Published By:City Building (Glasgow) LLP,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455692
465,05-08-2022,Framework for the provision of legal services in support of ScotRail’s New Trains Procurement Programme,,Reference No:AUG455691,OCID:ocds-r6ebe6-0000702069,Published By:ScotRail Trains Limited (Utilities),Deadline Date:02-Sep-22,Notice Type:05 Contract Notice (Utilities),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455691
466,05-08-2022,Agency Allied health Professionals & Other Clinical Professions,,Reference No:AUG455690,OCID:ocds-r6ebe6-0000699879,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:20 Modification Notice (Concessions),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455690
467,05-08-2022,PROC-22-1723 - Provision of Professional Services to Support Estates Demand Management Project,,Reference No:AUG455687,OCID:ocds-r6ebe6-0000702602,Published By:Scottish Police Authority,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455687
468,05-08-2022,Award of Refurbishment works within the A&E department of the Adults building – QEUH,,Reference No:AUG455667,OCID:ocds-r6ebe6-0000696097,Published By:NHS Greater Glasgow and Clyde,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455667
469,05-08-2022,BEMS (Building Energy Management System) Servicing & Maintenance,,Reference No:AUG455662,OCID:ocds-r6ebe6-0000702031,Published By:North Lanarkshire Council,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455662
470,05-08-2022,XpoNorth Digital,,Reference No:AUG455661,OCID:ocds-r6ebe6-0000684084,Published By:Highlands and Islands Enterprise,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455661
471,05-08-2022,PKC10556 Website Content Management System,,Reference No:AUG455657,OCID:ocds-r6ebe6-0000702344,Published By:Perth & Kinross Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455657
472,05-08-2022,Echocardiography Machine - University of Aberdeen,,Reference No:AUG455655,OCID:ocds-r6ebe6-0000683997,Published By:University of Aberdeen,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455655
473,05-08-2022,Award of Project for Replacement of HVAC Infrastructure at the Biological Procedures Unit (BPU) (...,,Reference No:AUG455648,OCID:ocds-r6ebe6-0000689150,Published By:University of Strathclyde,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455648
474,05-08-2022,"Design, Creative & Associated Services - University of Aberdeen",,Reference No:AUG455647,OCID:ocds-r6ebe6-0000702471,Published By:University of Aberdeen,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455647
475,05-08-2022,"PS-22-99 - St Marnock Square, Kilmarnock - Landscaping, Utilities and Lighting Upgrade",,Reference No:AUG455645,OCID:ocds-r6ebe6-0000702489,Published By:East Ayrshire Council,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455645
476,05-08-2022,West of Scotland Housing Association - Print & Mailing Tender,,Reference No:AUG455637,OCID:ocds-r6ebe6-0000691836,Published By:West of Scotland Housing Association Ltd,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455637
477,05-08-2022,Minimatic RCV Conversion,,Reference No:AUG455636,OCID:ocds-r6ebe6-0000702533,Published By:North Lanarkshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455636
478,05-08-2022,SCREED ROAD MARKINGS AND ROAD STUDS – ABERDEENSHIRE AREA 2022/2023,,Reference No:AUG455635,OCID:ocds-r6ebe6-0000698496,Published By:Aberdeenshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455635
479,05-08-2022,Polvanie View - Remedial Works,,Reference No:AUG455634,OCID:ocds-r6ebe6-0000702527,Published By:Caledonia Housing Association,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455634
480,05-08-2022,Peatland ACTION - Feasibility Study - FS73 - Reay Forest - Sutherland,,Reference No:AUG455632,OCID:ocds-r6ebe6-0000702484,Published By:Scottish Natural Heritage,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455632
481,05-08-2022,PROVISION OF PAINTER SERVICES IN THE EDINBURGH REGION,,Reference No:AUG455625,OCID:ocds-r6ebe6-0000690765,Published By:Historic Environment Scotland,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455625
482,05-08-2022,Award of 714_1062 - 3No New Forest Road Constructionss & Stone Production,,Reference No:AUG455624,OCID:ocds-r6ebe6-0000699596,Published By:Forestry and Land Scotland,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455624
483,05-08-2022,PS-22-130 - Provision of a Landscape Architect for the Moorfield Engineering Park (Phase 3) Project,,Reference No:AUG455623,OCID:ocds-r6ebe6-0000702403,Published By:East Ayrshire Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455623
484,05-08-2022,PS-22-129 - Provision of a Landscape Architect for the Ayrshire Manufacturing Investment Corridor (AMIC),,Reference No:AUG455622,OCID:ocds-r6ebe6-0000702400,Published By:East Ayrshire Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455622
485,05-08-2022,NHSGJ0094/22 Provision of Managed Service for NHS Golden Jubilee Orthopaedic Theatres,,Reference No:AUG455607,OCID:ocds-r6ebe6-0000702499,Published By:NHS Golden Jubilee,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455607
486,05-08-2022,South ADP Advocacy Services,,Reference No:AUG455606,OCID:ocds-r6ebe6-0000701937,Published By:NHS Lanarkshire,Deadline Date:12-Sep-22,Notice Type:21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455606
487,05-08-2022,Laser Scanning and Modelling Services,,Reference No:AUG455605,OCID:ocds-r6ebe6-0000666033,Published By:The City of Edinburgh Council,Deadline Date:07-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455605
488,05-08-2022,License and Support Agreement for the Revenues and Benefits (Team Netsol) Self-Service Claims System,,Reference No:AUG455600,OCID:ocds-r6ebe6-0000700193,Published By:Scottish Borders Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455600
489,05-08-2022,External specialist services relating to non-domestic rates,,Reference No:AUG455599,OCID:ocds-r6ebe6-0000700453,Published By:The City of Edinburgh Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455599
490,05-08-2022,Provision of Specialist Roofing,,Reference No:AUG455593,OCID:ocds-r6ebe6-0000702485,Published By:West Dunbartonshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455593
491,05-08-2022,"CU/556/21 Steelwork & Cladding Works Package at Muiredge Industrial Estate, Buckhaven, Leven, KY8 1LJ",,Reference No:AUG455592,OCID:ocds-r6ebe6-0000702051,Published By:Fife Council,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455592
492,04-08-2022,Road Repairs Phase I at HMP Dumfries,,Reference No:AUG455574,OCID:ocds-r6ebe6-0000702464,Published By:Scottish Prison Service,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455574
493,04-08-2022,Peatland ACTION - Feasibility Study - FS61 - Soval Estate - Isle of Lewis - Outer Hebrides,,Reference No:AUG455572,OCID:ocds-r6ebe6-0000702417,Published By:Scottish Natural Heritage,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455572
494,04-08-2022,Peatland ACTION - Feasibility Study - FS66 - Margadale Hill Phase 1 - Islay - Argyll,,Reference No:AUG455571,OCID:ocds-r6ebe6-0000702461,Published By:Scottish Natural Heritage,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455571
495,04-08-2022,Supply of Forensic Reference Standards & Quality Control Material,,Reference No:AUG455569,OCID:ocds-r6ebe6-0000702410,Published By:Scottish Police Authority,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455569
496,04-08-2022,EDC/2022/3420 Rapid Accommodation and Housing Support,,Reference No:AUG455568,OCID:ocds-r6ebe6-0000697336,Published By:East Dunbartonshire Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455568
497,04-08-2022,TEML41 Systems Support,,Reference No:AUG455567,OCID:ocds-r6ebe6-0000702472,Published By:Strathclyde Partnership for Transport (UTILITIES),Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455567
498,04-08-2022,Award of 516_0629 Hand Application of Fertiliser at Torrachilty Forest,,Reference No:AUG455565,OCID:ocds-r6ebe6-0000698399,Published By:Forestry and Land Scotland,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455565
499,04-08-2022,Project for Staircase Improvement Works at the Chancellor's Hall (2022),,Reference No:AUG455563,OCID:ocds-r6ebe6-0000702338,Published By:University of Strathclyde,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455563
500,04-08-2022,Subway Automatic Train Operation System,,Reference No:AUG455562,OCID:ocds-r6ebe6-0000702469,Published By:Strathclyde Partnership for Transport (UTILITIES),Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455562
501,04-08-2022,Main Contractor to Design Supply and Install Car Park Access Control and Revenue System,,Reference No:AUG455560,OCID:ocds-r6ebe6-0000672005,Published By:Strathclyde Partnership for Transport,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455560
502,04-08-2022,Design Technical and Professional Services Framework,,Reference No:AUG455559,OCID:ocds-r6ebe6-0000672095,Published By:Strathclyde Partnership for Transport,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455559
503,04-08-2022,Aberdeen City - Accommodation Based Housing Support Service,,Reference No:AUG455558,OCID:ocds-r6ebe6-0000702225,Published By:Aberdeen City Council,Deadline Date:16-Sep-22,Notice Type:21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455558
504,04-08-2022,Bedding Plants for Planters and Hanging Baskets,,Reference No:AUG455557,OCID:ocds-r6ebe6-0000702081,Published By:Glasgow City Council,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455557
505,04-08-2022,Cremator Maintenance,,Reference No:AUG455556,OCID:ocds-r6ebe6-0000697922,Published By:Glasgow City Council,Deadline Date:06-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455556
506,04-08-2022,Home Delivery Period Products,,Reference No:AUG455555,OCID:ocds-r6ebe6-0000702459,Published By:Midlothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455555
507,04-08-2022,Mid & Fairfield House Cisco Switches,,Reference No:AUG455554,OCID:ocds-r6ebe6-0000702465,Published By:Midlothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455554
508,04-08-2022,OTN Support Works,,Reference No:AUG455553,OCID:ocds-r6ebe6-0000702170,Published By:Strathclyde Partnership for Transport (UTILITIES),Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455553
509,04-08-2022,Award of 18 tip-grit (SXL Heavy Vehicles Framework-Direct Award),,Reference No:AUG455551,OCID:ocds-r6ebe6-0000701985,Published By:East Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455551
510,04-08-2022,Award of SC2122-0134 Driver CPC Training,,Reference No:AUG455548,OCID:ocds-r6ebe6-0000693274,Published By:Stirling Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455548
511,04-08-2022,CBG200 - Supply and Delivery of Pressure Reducing Valves,,Reference No:AUG455546,OCID:ocds-r6ebe6-0000702414,Published By:City Building (Glasgow) LLP,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455546
512,04-08-2022,Firewall Licensing and Support,,Reference No:AUG455544,OCID:ocds-r6ebe6-0000702449,Published By:Midlothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455544
513,04-08-2022,"Supply of PPE (Personal Protective Equipment), Work Wear and Associated Services",,Reference No:AUG455542,OCID:ocds-r6ebe6-0000688927,Published By:Forth Valley College,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455542
514,04-08-2022,The Provision of Student Accommodation for Forth Valley College,,Reference No:AUG455541,OCID:ocds-r6ebe6-0000698254,Published By:Forth Valley College,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455541
515,04-08-2022,Dynamics 365 Support Services,,Reference No:AUG455540,OCID:ocds-r6ebe6-0000702413,Published By:Skills Development Scotland Co. Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455540
516,04-08-2022,Award of QQ817_0166 Ride-on with remote control mower,,Reference No:AUG455532,OCID:ocds-r6ebe6-0000700476,Published By:Forestry and Land Scotland,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455532
517,04-08-2022,Award of 10 Gig Point to Point Circuit,,Reference No:AUG455530,OCID:ocds-r6ebe6-0000686293,Published By:NHS Fife,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455530
518,04-08-2022,Award of MDM- Mobile Consultancy,,Reference No:AUG455528,OCID:ocds-r6ebe6-0000700075,Published By:National Library of Scotland,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455528
519,04-08-2022,Award of Watercourse Clearance & Repair 2022,,Reference No:AUG455527,OCID:ocds-r6ebe6-0000700232,Published By:Angus Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455527
520,04-08-2022,"Event Planning & Delivery Services of the Road Race Competition Management, Remote Starts & Routes",,Reference No:AUG455523,OCID:ocds-r6ebe6-0000702406,Published By:2023 Cycling World Championships Ltd,Deadline Date:06-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455523
521,04-08-2022,Occupational Health Services,,Reference No:AUG455522,OCID:ocds-r6ebe6-0000702326,Published By:SRUC,Deadline Date:22-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455522
